text,aspect,sentiment
从课程安排看上课内容没什么收获让我印象不错,课程内容,差评
从学生角度看课程内容质量偏低让我印象不错,课程内容,差评
课程内容比较空泛总体能接受,课程内容,差评
这门课里上课内容有些枯燥总体能接受,课程内容,差评
整体来看课程知识点比较陈旧总体能接受,课程内容,差评
从学习体验来说课程内容不够实用总体能接受,课程内容,差评
就个人感受而言上课内容比较浅总体能接受,课程内容,差评
这学期上下来课程内容缺少重点总体能接受,课程内容,差评
按我的体验教学内容有点单薄总体能接受,课程内容,差评
结合平时上课情况课程知识结构不够完整总体能接受,课程内容,差评
从课程安排看上课内容没什么收获总体能接受,课程内容,差评
从学生角度看课程内容质量偏低总体能接受,课程内容,差评
课程内容比较空泛需要继续改进,课程内容,差评
这门课里上课内容有些枯燥需要继续改进,课程内容,差评
整体来看课程知识点比较陈旧需要继续改进,课程内容,差评
从学习体验来说课程内容不够实用需要继续改进,课程内容,差评
就个人感受而言上课内容比较浅需要继续改进,课程内容,差评
这学期上下来课程内容缺少重点需要继续改进,课程内容,差评
按我的体验教学内容有点单薄需要继续改进,课程内容,差评
结合平时上课情况课程知识结构不够完整需要继续改进,课程内容,差评
从课程安排看上课内容没什么收获需要继续改进,课程内容,差评
从学生角度看课程内容质量偏低需要继续改进,课程内容,差评
课程内容比较空泛比我预想更明显,课程内容,差评
这门课里上课内容有些枯燥比我预想更明显,课程内容,差评
整体来看课程知识点比较陈旧比我预想更明显,课程内容,差评
从学习体验来说课程内容不够实用比我预想更明显,课程内容,差评
就个人感受而言上课内容比较浅比我预想更明显,课程内容,差评
这学期上下来课程内容缺少重点比我预想更明显,课程内容,差评
按我的体验教学内容有点单薄比我预想更明显,课程内容,差评
结合平时上课情况课程知识结构不够完整比我预想更明显,课程内容,差评
从课程安排看上课内容没什么收获比我预想更明显,课程内容,差评
从学生角度看课程内容质量偏低比我预想更明显,课程内容,差评
课程内容比较空泛这一点感受很直接,课程内容,差评
这门课里上课内容有些枯燥这一点感受很直接,课程内容,差评
整体来看课程知识点比较陈旧这一点感受很直接,课程内容,差评
从学习体验来说课程内容不够实用这一点感受很直接,课程内容,差评
就个人感受而言上课内容比较浅这一点感受很直接,课程内容,差评
这学期上下来课程内容缺少重点这一点感受很直接,课程内容,差评
按我的体验教学内容有点单薄这一点感受很直接,课程内容,差评
结合平时上课情况课程知识结构不够完整这一点感受很直接,课程内容,差评
从课程安排看上课内容没什么收获这一点感受很直接,课程内容,差评
从学生角度看课程内容质量偏低这一点感受很直接,课程内容,差评
课程内容比较空泛我能明显感觉到,课程内容,差评
这门课里上课内容有些枯燥我能明显感觉到,课程内容,差评
整体来看课程知识点比较陈旧我能明显感觉到,课程内容,差评
从学习体验来说课程内容不够实用我能明显感觉到,课程内容,差评
就个人感受而言上课内容比较浅我能明显感觉到,课程内容,差评
这学期上下来课程内容缺少重点我能明显感觉到,课程内容,差评
按我的体验教学内容有点单薄我能明显感觉到,课程内容,差评
结合平时上课情况课程知识结构不够完整我能明显感觉到,课程内容,差评
从课程安排看上课内容没什么收获我能明显感觉到,课程内容,差评
从学生角度看课程内容质量偏低我能明显感觉到,课程内容,差评
课程内容比较空泛这一点比较突出,课程内容,差评
这门课里上课内容有些枯燥这一点比较突出,课程内容,差评
整体来看课程知识点比较陈旧这一点比较突出,课程内容,差评
从学习体验来说课程内容不够实用这一点比较突出,课程内容,差评
就个人感受而言上课内容比较浅这一点比较突出,课程内容,差评
这学期上下来课程内容缺少重点这一点比较突出,课程内容,差评
按我的体验教学内容有点单薄这一点比较突出,课程内容,差评
结合平时上课情况课程知识结构不够完整这一点比较突出,课程内容,差评
从课程安排看上课内容没什么收获这一点比较突出,课程内容,差评
从学生角度看课程内容质量偏低这一点比较突出,课程内容,差评
考试难度比较合理,考试难度,好评
这门课里考试整体不算难,考试难度,好评
整体来看期末题目难度适中,考试难度,好评
从学习体验来说考试安排比较友好,考试难度,好评
就个人感受而言考试内容比较基础,考试难度,好评
这学期上下来试卷难度控制得不错,考试难度,好评
按我的体验考试范围比较明确,考试难度,好评
结合平时上课情况考试不会特别难,考试难度,好评
从课程安排看期末复习压力不大,考试难度,好评
从学生角度看考试题目比较常规,考试难度,好评
考试难度比较合理让我印象不错,考试难度,好评
这门课里考试整体不算难让我印象不错,考试难度,好评
整体来看期末题目难度适中让我印象不错,考试难度,好评
从学习体验来说考试安排比较友好让我印象不错,考试难度,好评
就个人感受而言考试内容比较基础让我印象不错,考试难度,好评
这学期上下来试卷难度控制得不错让我印象不错,考试难度,好评
按我的体验考试范围比较明确让我印象不错,考试难度,好评
结合平时上课情况考试不会特别难让我印象不错,考试难度,好评
从课程安排看期末复习压力不大让我印象不错,考试难度,好评
从学生角度看考试题目比较常规让我印象不错,考试难度,好评
考试难度比较合理总体能接受,考试难度,好评
这门课里考试整体不算难总体能接受,考试难度,好评
整体来看期末题目难度适中总体能接受,考试难度,好评
从学习体验来说考试安排比较友好总体能接受,考试难度,好评
就个人感受而言考试内容比较基础总体能接受,考试难度,好评
这学期上下来试卷难度控制得不错总体能接受,考试难度,好评
按我的体验考试范围比较明确总体能接受,考试难度,好评
结合平时上课情况考试不会特别难总体能接受,考试难度,好评
从课程安排看期末复习压力不大总体能接受,考试难度,好评
从学生角度看考试题目比较常规总体能接受,考试难度,好评
考试难度比较合理需要继续改进,考试难度,好评
这门课里考试整体不算难需要继续改进,考试难度,好评
整体来看期末题目难度适中需要继续改进,考试难度,好评
从学习体验来说考试安排比较友好需要继续改进,考试难度,好评
就个人感受而言考试内容比较基础需要继续改进,考试难度,好评
这学期上下来试卷难度控制得不错需要继续改进,考试难度,好评
按我的体验考试范围比较明确需要继续改进,考试难度,好评
结合平时上课情况考试不会特别难需要继续改进,考试难度,好评
从课程安排看期末复习压力不大需要继续改进,考试难度,好评
从学生角度看考试题目比较常规需要继续改进,考试难度,好评
考试难度比较合理比我预想更明显,考试难度,好评
这门课里考试整体不算难比我预想更明显,考试难度,好评
整体来看期末题目难度适中比我预想更明显,考试难度,好评
从学习体验来说考试安排比较友好比我预想更明显,考试难度,好评
就个人感受而言考试内容比较基础比我预想更明显,考试难度,好评
这学期上下来试卷难度控制得不错比我预想更明显,考试难度,好评
按我的体验考试范围比较明确比我预想更明显,考试难度,好评
结合平时上课情况考试不会特别难比我预想更明显,考试难度,好评
从课程安排看期末复习压力不大比我预想更明显,考试难度,好评
从学生角度看考试题目比较常规比我预想更明显,考试难度,好评
考试难度比较合理这一点感受很直接,考试难度,好评
这门课里考试整体不算难这一点感受很直接,考试难度,好评
整体来看期末题目难度适中这一点感受很直接,考试难度,好评
从学习体验来说考试安排比较友好这一点感受很直接,考试难度,好评
就个人感受而言考试内容比较基础这一点感受很直接,考试难度,好评
这学期上下来试卷难度控制得不错这一点感受很直接,考试难度,好评
按我的体验考试范围比较明确这一点感受很直接,考试难度,好评
结合平时上课情况考试不会特别难这一点感受很直接,考试难度,好评
从课程安排看期末复习压力不大这一点感受很直接,考试难度,好评
从学生角度看考试题目比较常规这一点感受很直接,考试难度,好评
考试难度比较合理我能明显感觉到,考试难度,好评
这门课里考试整体不算难我能明显感觉到,考试难度,好评
整体来看期末题目难度适中我能明显感觉到,考试难度,好评
从学习体验来说考试安排比较友好我能明显感觉到,考试难度,好评
就个人感受而言考试内容比较基础我能明显感觉到,考试难度,好评
这学期上下来试卷难度控制得不错我能明显感觉到,考试难度,好评
按我的体验考试范围比较明确我能明显感觉到,考试难度,好评
结合平时上课情况考试不会特别难我能明显感觉到,考试难度,好评
从课程安排看期末复习压力不大我能明显感觉到,考试难度,好评
从学生角度看考试题目比较常规我能明显感觉到,考试难度,好评
考试难度比较合理这一点比较突出,考试难度,好评
这门课里考试整体不算难这一点比较突出,考试难度,好评
整体来看期末题目难度适中这一点比较突出,考试难度,好评
从学习体验来说考试安排比较友好这一点比较突出,考试难度,好评
就个人感受而言考试内容比较基础这一点比较突出,考试难度,好评
这学期上下来试卷难度控制得不错这一点比较突出,考试难度,好评
按我的体验考试范围比较明确这一点比较突出,考试难度,好评
结合平时上课情况考试不会特别难这一点比较突出,考试难度,好评
从课程安排看期末复习压力不大这一点比较突出,考试难度,好评
从学生角度看考试题目比较常规这一点比较突出,考试难度,好评
考试难度比较一般,考试难度,中评
这门课里期末题目中规中矩,考试难度,中评
整体来看考试整体还算正常,考试难度,中评
从学习体验来说考试安排没有太大问题,考试难度,中评
就个人感受而言考试内容难度一般,考试难度,中评
这学期上下来试卷难度比较普通,考试难度,中评
按我的体验考试范围算是合理,考试难度,中评
结合平时上课情况考试不算简单也不算难,考试难度,中评
从课程安排看期末复习压力一般,考试难度,中评
从学生角度看考试题目整体一般,考试难度,中评
考试难度比较一般让我印象不错,考试难度,中评
这门课里期末题目中规中矩让我印象不错,考试难度,中评
整体来看考试整体还算正常让我印象不错,考试难度,中评
从学习体验来说考试安排没有太大问题让我印象不错,考试难度,中评
就个人感受而言考试内容难度一般让我印象不错,考试难度,中评
这学期上下来试卷难度比较普通让我印象不错,考试难度,中评
按我的体验考试范围算是合理让我印象不错,考试难度,中评
结合平时上课情况考试不算简单也不算难让我印象不错,考试难度,中评
从课程安排看期末复习压力一般让我印象不错,考试难度,中评
从学生角度看考试题目整体一般让我印象不错,考试难度,中评
考试难度比较一般总体能接受,考试难度,中评
这门课里期末题目中规中矩总体能接受,考试难度,中评
整体来看考试整体还算正常总体能接受,考试难度,中评
从学习体验来说考试安排没有太大问题总体能接受,考试难度,中评
就个人感受而言考试内容难度一般总体能接受,考试难度,中评
这学期上下来试卷难度比较普通总体能接受,考试难度,中评
按我的体验考试范围算是合理总体能接受,考试难度,中评
结合平时上课情况考试不算简单也不算难总体能接受,考试难度,中评
从课程安排看期末复习压力一般总体能接受,考试难度,中评
从学生角度看考试题目整体一般总体能接受,考试难度,中评
考试难度比较一般需要继续改进,考试难度,中评
这门课里期末题目中规中矩需要继续改进,考试难度,中评
整体来看考试整体还算正常需要继续改进,考试难度,中评
从学习体验来说考试安排没有太大问题需要继续改进,考试难度,中评
就个人感受而言考试内容难度一般需要继续改进,考试难度,中评
这学期上下来试卷难度比较普通需要继续改进,考试难度,中评
按我的体验考试范围算是合理需要继续改进,考试难度,中评
结合平时上课情况考试不算简单也不算难需要继续改进,考试难度,中评
从课程安排看期末复习压力一般需要继续改进,考试难度,中评
从学生角度看考试题目整体一般需要继续改进,考试难度,中评
考试难度比较一般比我预想更明显,考试难度,中评
这门课里期末题目中规中矩比我预想更明显,考试难度,中评
整体来看考试整体还算正常比我预想更明显,考试难度,中评
从学习体验来说考试安排没有太大问题比我预想更明显,考试难度,中评
就个人感受而言考试内容难度一般比我预想更明显,考试难度,中评
这学期上下来试卷难度比较普通比我预想更明显,考试难度,中评
按我的体验考试范围算是合理比我预想更明显,考试难度,中评
结合平时上课情况考试不算简单也不算难比我预想更明显,考试难度,中评
从课程安排看期末复习压力一般比我预想更明显,考试难度,中评
从学生角度看考试题目整体一般比我预想更明显,考试难度,中评
考试难度比较一般这一点感受很直接,考试难度,中评
这门课里期末题目中规中矩这一点感受很直接,考试难度,中评
整体来看考试整体还算正常这一点感受很直接,考试难度,中评
从学习体验来说考试安排没有太大问题这一点感受很直接,考试难度,中评
就个人感受而言考试内容难度一般这一点感受很直接,考试难度,中评
这学期上下来试卷难度比较普通这一点感受很直接,考试难度,中评
按我的体验考试范围算是合理这一点感受很直接,考试难度,中评
结合平时上课情况考试不算简单也不算难这一点感受很直接,考试难度,中评
从课程安排看期末复习压力一般这一点感受很直接,考试难度,中评
从学生角度看考试题目整体一般这一点感受很直接,考试难度,中评
考试难度比较一般我能明显感觉到,考试难度,中评
这门课里期末题目中规中矩我能明显感觉到,考试难度,中评
整体来看考试整体还算正常我能明显感觉到,考试难度,中评
从学习体验来说考试安排没有太大问题我能明显感觉到,考试难度,中评
就个人感受而言考试内容难度一般我能明显感觉到,考试难度,中评
这学期上下来试卷难度比较普通我能明显感觉到,考试难度,中评
按我的体验考试范围算是合理我能明显感觉到,考试难度,中评
结合平时上课情况考试不算简单也不算难我能明显感觉到,考试难度,中评
从课程安排看期末复习压力一般我能明显感觉到,考试难度,中评
从学生角度看考试题目整体一般我能明显感觉到,考试难度,中评
考试难度比较一般这一点比较突出,考试难度,中评
这门课里期末题目中规中矩这一点比较突出,考试难度,中评
整体来看考试整体还算正常这一点比较突出,考试难度,中评
从学习体验来说考试安排没有太大问题这一点比较突出,考试难度,中评
就个人感受而言考试内容难度一般这一点比较突出,考试难度,中评
这学期上下来试卷难度比较普通这一点比较突出,考试难度,中评
按我的体验考试范围算是合理这一点比较突出,考试难度,中评
结合平时上课情况考试不算简单也不算难这一点比较突出,考试难度,中评
从课程安排看期末复习压力一般这一点比较突出,考试难度,中评
从学生角度看考试题目整体一般这一点比较突出,考试难度,中评
考试难度有点高,考试难度,差评
这门课里期末题目比较难,考试难度,差评
整体来看考试整体偏难,考试难度,差评
从学习体验来说考试安排不太友好,考试难度,差评
就个人感受而言考试内容超出预期,考试难度,差评
这学期上下来试卷难度明显偏大,考试难度,差评
按我的体验考试范围不够明确,考试难度,差评
结合平时上课情况考试做起来很吃力,考试难度,差评
从课程安排看期末复习压力很大,考试难度,差评
从学生角度看考试题目太难了,考试难度,差评
考试难度有点高让我印象不错,考试难度,差评
这门课里期末题目比较难让我印象不错,考试难度,差评
整体来看考试整体偏难让我印象不错,考试难度,差评
从学习体验来说考试安排不太友好让我印象不错,考试难度,差评
就个人感受而言考试内容超出预期让我印象不错,考试难度,差评
这学期上下来试卷难度明显偏大让我印象不错,考试难度,差评
按我的体验考试范围不够明确让我印象不错,考试难度,差评
结合平时上课情况考试做起来很吃力让我印象不错,考试难度,差评
从课程安排看期末复习压力很大让我印象不错,考试难度,差评
从学生角度看考试题目太难了让我印象不错,考试难度,差评
考试难度有点高总体能接受,考试难度,差评
这门课里期末题目比较难总体能接受,考试难度,差评
整体来看考试整体偏难总体能接受,考试难度,差评
从学习体验来说考试安排不太友好总体能接受,考试难度,差评
就个人感受而言考试内容超出预期总体能接受,考试难度,差评
这学期上下来试卷难度明显偏大总体能接受,考试难度,差评
按我的体验考试范围不够明确总体能接受,考试难度,差评
结合平时上课情况考试做起来很吃力总体能接受,考试难度,差评
从课程安排看期末复习压力很大总体能接受,考试难度,差评
从学生角度看考试题目太难了总体能接受,考试难度,差评
考试难度有点高需要继续改进,考试难度,差评
这门课里期末题目比较难需要继续改进,考试难度,差评
整体来看考试整体偏难需要继续改进,考试难度,差评
从学习体验来说考试安排不太友好需要继续改进,考试难度,差评
就个人感受而言考试内容超出预期需要继续改进,考试难度,差评
这学期上下来试卷难度明显偏大需要继续改进,考试难度,差评
按我的体验考试范围不够明确需要继续改进,考试难度,差评
结合平时上课情况考试做起来很吃力需要继续改进,考试难度,差评
从课程安排看期末复习压力很大需要继续改进,考试难度,差评
从学生角度看考试题目太难了需要继续改进,考试难度,差评
考试难度有点高比我预想更明显,考试难度,差评
这门课里期末题目比较难比我预想更明显,考试难度,差评
整体来看考试整体偏难比我预想更明显,考试难度,差评
从学习体验来说考试安排不太友好比我预想更明显,考试难度,差评
就个人感受而言考试内容超出预期比我预想更明显,考试难度,差评
这学期上下来试卷难度明显偏大比我预想更明显,考试难度,差评
按我的体验考试范围不够明确比我预想更明显,考试难度,差评
结合平时上课情况考试做起来很吃力比我预想更明显,考试难度,差评
从课程安排看期末复习压力很大比我预想更明显,考试难度,差评
从学生角度看考试题目太难了比我预想更明显,考试难度,差评
考试难度有点高这一点感受很直接,考试难度,差评
这门课里期末题目比较难这一点感受很直接,考试难度,差评
整体来看考试整体偏难这一点感受很直接,考试难度,差评
从学习体验来说考试安排不太友好这一点感受很直接,考试难度,差评
就个人感受而言考试内容超出预期这一点感受很直接,考试难度,差评
这学期上下来试卷难度明显偏大这一点感受很直接,考试难度,差评
按我的体验考试范围不够明确这一点感受很直接,考试难度,差评
结合平时上课情况考试做起来很吃力这一点感受很直接,考试难度,差评
从课程安排看期末复习压力很大这一点感受很直接,考试难度,差评
从学生角度看考试题目太难了这一点感受很直接,考试难度,差评
考试难度有点高我能明显感觉到,考试难度,差评
这门课里期末题目比较难我能明显感觉到,考试难度,差评
整体来看考试整体偏难我能明显感觉到,考试难度,差评
从学习体验来说考试安排不太友好我能明显感觉到,考试难度,差评
就个人感受而言考试内容超出预期我能明显感觉到,考试难度,差评
这学期上下来试卷难度明显偏大我能明显感觉到,考试难度,差评
按我的体验考试范围不够明确我能明显感觉到,考试难度,差评
结合平时上课情况考试做起来很吃力我能明显感觉到,考试难度,差评
从课程安排看期末复习压力很大我能明显感觉到,考试难度,差评
从学生角度看考试题目太难了我能明显感觉到,考试难度,差评
考试难度有点高这一点比较突出,考试难度,差评
这门课里期末题目比较难这一点比较突出,考试难度,差评
整体来看考试整体偏难这一点比较突出,考试难度,差评
从学习体验来说考试安排不太友好这一点比较突出,考试难度,差评
就个人感受而言考试内容超出预期这一点比较突出,考试难度,差评
这学期上下来试卷难度明显偏大这一点比较突出,考试难度,差评
按我的体验考试范围不够明确这一点比较突出,考试难度,差评
结合平时上课情况考试做起来很吃力这一点比较突出,考试难度,差评
从课程安排看期末复习压力很大这一点比较突出,考试难度,差评
从学生角度看考试题目太难了这一点比较突出,考试难度,差评
老师上课讲得特别明白,教学质量,好评
老师讲课还算可以,教学质量,中评
老师讲课经常让人听不懂,教学质量,差评
作业数量安排得很合适,作业负担,好评
作业量处在正常范围,作业负担,中评
作业多到有些吃不消,作业负担,差评
课程内容安排得很丰富,课程内容,好评
课程内容没有特别突出,课程内容,中评
课程内容偏旧而且偏浅,课程内容,差评
考试题目整体比较友好,考试难度,好评
考试难度维持在正常水平,考试难度,中评
考试题目明显超纲偏难,考试难度,差评
老师上课讲得特别明白,教学质量,好评
老师讲课还算可以,教学质量,中评
老师讲课经常让人听不懂,教学质量,差评
作业数量安排得很合适,作业负担,好评
作业量处在正常范围,作业负担,中评
作业多到有些吃不消,作业负担,差评
课程内容安排得很丰富,课程内容,好评
课程内容没有特别突出,课程内容,中评
课程内容偏旧而且偏浅,课程内容,差评
考试题目整体比较友好,考试难度,好评
考试难度维持在正常水平,考试难度,中评
考试题目明显超纲偏难,考试难度,差评
老师上课讲得特别明白,教学质量,好评
老师讲课还算可以,教学质量,中评
老师讲课经常让人听不懂,教学质量,差评
作业数量安排得很合适,作业负担,好评
作业量处在正常范围,作业负担,中评
作业多到有些吃不消,作业负担,差评
课程内容安排得很丰富,课程内容,好评
课程内容没有特别突出,课程内容,中评
课程内容偏旧而且偏浅,课程内容,差评
考试题目整体比较友好,考试难度,好评
考试难度维持在正常水平,考试难度,中评
考试题目明显超纲偏难,考试难度,差评
课堂讲解让我学得很顺,教学质量,好评
平时听课体验比较普通,教学质量,中评
授课过程让我常常跟不上,教学质量,差评
课后任务安排比较轻松,作业负担,好评
